,name,Generation,Color,Number_Of_SIM,item_price,item_brand_name
990,Samsung Galaxy S20 Ultra Dual SIM - 128GB,5G - Black,,,"4,599.00 SAR",samsung
991,Samsung Galaxy S20 Ultra Dual SIM - 128GB,5G - Grey,,,"4,599.00 SAR",samsung
992,Thuraya XT -Pro with Prepay SIM Card,,,,"4,280.00 SAR",thuraya
993,Cat S61 Dual Sim,64GB,Black,,"4,200.00 SAR",cat
994,Apple iPhone 7 Plus with FaceTime - 256GB,Gold,,,"4,100.00 SAR",apple
995,Apple iPhone Xs Without FaceTime - 64GB,Gold,,,"4,099.00 SAR",apple
996,Apple iPhone Xs Max Dual SIM With FaceTime - 64GB,Space Gray,,,"3,999.00 SAR",apple
997,Samsung Galaxy Note 10 Plus - 256GB,5G,Aura White,,"3,899.00 SAR",samsung
998,Sony Xperia 1 Dual SIM - 128GB,4G LTE,Black,,"3,699.00 SAR",sony
999,Samsung Galaxy Note 10 Plus - 256GB,5G,Aura Glow,,"3,698.99 SAR",samsung
1000,Samsung Galaxy Note 10 Plus - 256GB,5G,Blue,,"3,698.99 SAR",samsung
1001,Samsung Galaxy Note 10 Plus - 256GB,5G,Aura Black,,"3,698.99 SAR",samsung
1002,Apple iPhone 11 with FaceTime - 256GB,4G LTE,White,Single SIM & E-SIM,"3,686.98 SAR",apple
1003,Apple iPhone 11 with FaceTime - 256GB,4G LTE,Red,Single SIM & E-SIM,"3,686.98 SAR",apple
1004,Apple iPhone 11 with FaceTime - 256GB,4G LTE,Green,Single SIM & E-SIM,"3,660.49 SAR",apple
1005,Apple iPhone 11 with FaceTime - 256GB,4G LTE,Black,Single SIM & E-SIM,"3,650.99 SAR",apple
1006,Samsung Galaxy S20 Plus Dual SIM - 128GB,5G - Black,,,"3,624.98 SAR",samsung
1007,Samsung Galaxy S20 Plus Dual SIM - 128GB,5G - Grey,,,"3,617.97 SAR",samsung
1008,Samsung Galaxy S20 Plus Dual SIM - 128GB,5G - Light Blue,,,"3,617.97 SAR",samsung
1009,Apple Iphone XR With Face Time - 64 GB,White,3 GB Ram,Single Sim & E-Sim,"3,599.00 SAR",apple
1010,Apple iPhone 11 with FaceTime - 256GB,4G LTE,Purple,Single SIM & E-SIM,"3,595.00 SAR",apple
1011,Huawei Mate 20 Pro Dual Sim - 128 GB,Emerald Green,6 GB Ram,,"3,550.00 SAR",huawei
1012,Apple iPhone 7 Plus with FaceTime - 128GB,Jet Black,,,"3,499.00 SAR",apple
1013,Huawei P40 Pro Single SIM and E-SIM - 256GB,5G - Black,,,"3,499.00 SAR",huawei
1014,Apple iPhone 8 Plus without FaceTime - 64GB,Gold,,,"3,499.00 SAR",apple
1015,Huawei P40 Pro Single SIM and E-SIM - 256GB,5G - Silver Frost,,,"3,499.00 SAR",huawei
1016,Apple iPhone XR without Face Time - 64GB,White ,,,"3,498.00 SAR",apple
1017,Samsung Galaxy S10 Plus Dual Sim - 1Tb,4G LTE,Ceramic White,Sm-G975FcwhXSg,"3,489.00 SAR",samsung
1018,Apple iPhone 11 with FaceTime - 256GB,4G LTE,Yellow,Single SIM & E-SIM,"3,487.97 SAR",apple
1019,Samsung Galaxy S20 Plus Dual SIM - 128GB,4G LTE - Light Blue,,,"3,398.98 SAR",samsung
1020,Mione K1 ROM 3GB RAM 32GB 5.99 Inch display 4G - Black,,,,"227,599.00 SAR",mione
1021,Porsche design Huawei Mate 20 RS Dual SIM - 512GB,4G LTE,Red,,"8,500.00 SAR",huawei
1022,Samsung Galaxy Fold Dual SIM - 512GB,4G LTE,Silver,,"7,587.00 SAR",samsung
1023,Samsung Galaxy Fold Dual SIM - 512GB,4G LTE,Black,,"7,099.00 SAR",samsung
1024,Blackberry P'9981 Porsche Design - 8GB,Black,,,"6,550.00 SAR",blackberry
1025,Apple iPhone 11 Pro Max with FaceTime - 512GB,4G LTE,Space Gray,Single SIM & E-SIM,"6,163.49 SAR",apple
1026,Apple iPhone 11 Pro Max with FaceTime - 512GB,4G LTE,Silver,Single SIM & E-SIM,"6,098.98 SAR",apple
1027,Apple Iphone XS Max With Facetime - 512 GB,Silver,4 GB Ram,Single Sim & E-Sim,"5,999.00 SAR",apple
1028,Apple Iphone XS Max With Facetime - 512 GB,Space Grey,4 GB Ram,Single Sim & E-Sim,"5,999.00 SAR",apple
1029,Google Glass Explorer Edition XE-C,,,,"5,950.00 SAR",g-plus
1030,Huawei Mate 9 Porsche Design Dual Sim - 256GB,4G LTE,Black,,"5,900.00 SAR",huawei
1031,Apple iPhone 11 Pro with FaceTime - 512GB,4G LTE,Space Gray,Single SIM & E-SIM,"5,820.99 SAR",apple
1032,Apple iPhone 11 Pro Max with FaceTime - 512GB,4G LTE,Gold,Single SIM & E-SIM,"5,810.96 SAR",apple
1033,Apple Iphone XS With Facetime - 512 GB,Gold,4 GB Ram,Single Sim & E-Sim,"5,799.00 SAR",apple
1034,Apple iPhone 11 Pro Max with FaceTime - 512GB,4G LTE,Midnight Green,Single SIM & E-SIM,"5,740.00 SAR",apple
1035,Apple iPhone 11 Pro with FaceTime - 256GB,4G LTE,Midnight Green,DUAL Physical SIM,"5,699.00 SAR",apple
1036,Apple iPhone Xs Max Without FaceTime - 512GB,Silver,,,"5,698.00 SAR",apple
1037,Apple iPhone Xs Max Without FaceTime - 512GB,Space Gray,6.5 Inch,,"5,596.00 SAR",apple
1038,Apple Iphone XS Max With Facetime - 512 GB,Gold,4 GB Ram,Single Sim & E-Sim,"5,569.00 SAR",apple
1039,Apple iPhone 11 Pro with FaceTime - 512GB,4G LTE,Midnight Green,Single SIM & E-SIM,"5,549.97 SAR",apple
1040,Apple iPhone Xs Max Without FaceTime - 512GB,Gold,,,"5,549.00 SAR",apple
1041,Apple iPhone 11 Pro Max Dual SIM with FaceTime - 64GB,4G LTE,Silver,,"5,499.00 SAR",apple
1042,Apple iPhone 11 Pro with FaceTime - 512GB,4G LTE,Gold,Single SIM & E-SIM,"5,369.00 SAR",apple
1043,Lamborghini 88 Tauri Dual Sim - 64GB,4G,Black/Grey,,"5,199.00 SAR",lamborghini
1044,Huawei Mate RS Porsche Design Dual SIM - 256GB,4G LTE,Black,,"4,999.00 SAR",huawei
1045,Samsung Galaxy Z Flip Dual SIM - 256GB,4G LTE - Black,,,"4,999.00 SAR",samsung
1046,Samsung Galaxy Z Flip Dual SIM - 256GB,4G LTE - Purple,,,"4,994.98 SAR",samsung
1047,Apple iPhone Xs Without FaceTime - 256GB,Silver,,,"4,848.00 SAR",apple
1048,Apple iPhone Xs Without FaceTime - 64GB,Space Gray,,,"4,799.00 SAR",apple
1049,Apple iPhone 11 Pro with FaceTime - 256GB,4G LTE,Silver,Single SIM & E-SIM,"4,698.99 SAR",apple
1050,Samsung Galaxy S20 Ultra Dual SIM - 128GB,5G - Black,,,"4,599.00 SAR",samsung
1051,Samsung Galaxy S20 Ultra Dual SIM - 128GB,5G - Grey,,,"4,599.00 SAR",samsung
1052,Thuraya XT -Pro with Prepay SIM Card,,,,"4,280.00 SAR",thuraya
1053,Cat S61 Dual Sim,64GB,Black,,"4,200.00 SAR",cat
1054,Apple iPhone 7 Plus with FaceTime - 256GB,Gold,,,"4,100.00 SAR",apple
1055,Apple iPhone Xs Without FaceTime - 64GB,Gold,,,"4,099.00 SAR",apple
1056,Apple iPhone Xs Max Dual SIM With FaceTime - 64GB,Space Gray,,,"3,999.00 SAR",apple
1057,Samsung Galaxy Note 10 Plus - 256GB,5G,Aura White,,"3,899.00 SAR",samsung
1058,Sony Xperia 1 Dual SIM - 128GB,4G LTE,Black,,"3,699.00 SAR",sony
1059,Samsung Galaxy Note 10 Plus - 256GB,5G,Aura Glow,,"3,698.99 SAR",samsung
1060,Samsung Galaxy Note 10 Plus - 256GB,5G,Blue,,"3,698.99 SAR",samsung
1061,Samsung Galaxy Note 10 Plus - 256GB,5G,Aura Black,,"3,698.99 SAR",samsung
1062,Apple iPhone 11 with FaceTime - 256GB,4G LTE,White,Single SIM & E-SIM,"3,686.98 SAR",apple
1063,Apple iPhone 11 with FaceTime - 256GB,4G LTE,Red,Single SIM & E-SIM,"3,686.98 SAR",apple
1064,Apple iPhone 11 with FaceTime - 256GB,4G LTE,Green,Single SIM & E-SIM,"3,660.49 SAR",apple
1065,Apple iPhone 11 with FaceTime - 256GB,4G LTE,Black,Single SIM & E-SIM,"3,650.99 SAR",apple
1066,Samsung Galaxy S20 Plus Dual SIM - 128GB,5G - Black,,,"3,624.98 SAR",samsung
1067,Samsung Galaxy S20 Plus Dual SIM - 128GB,5G - Grey,,,"3,617.97 SAR",samsung
1068,Samsung Galaxy S20 Plus Dual SIM - 128GB,5G - Light Blue,,,"3,617.97 SAR",samsung
1069,Apple Iphone XR With Face Time - 64 GB,White,3 GB Ram,Single Sim & E-Sim,"3,599.00 SAR",apple
1070,Apple iPhone 11 with FaceTime - 256GB,4G LTE,Purple,Single SIM & E-SIM,"3,595.00 SAR",apple
1071,Huawei Mate 20 Pro Dual Sim - 128 GB,Emerald Green,6 GB Ram,,"3,550.00 SAR",huawei
1072,Apple iPhone 7 Plus with FaceTime - 128GB,Jet Black,,,"3,499.00 SAR",apple
1073,Huawei P40 Pro Single SIM and E-SIM - 256GB,5G - Black,,,"3,499.00 SAR",huawei
1074,Apple iPhone 8 Plus without FaceTime - 64GB,Gold,,,"3,499.00 SAR",apple
1075,Huawei P40 Pro Single SIM and E-SIM - 256GB,5G - Silver Frost,,,"3,499.00 SAR",huawei
1076,Apple iPhone XR without Face Time - 64GB,White ,,,"3,498.00 SAR",apple
1077,Samsung Galaxy S10 Plus Dual Sim - 1Tb,4G LTE,Ceramic White,Sm-G975FcwhXSg,"3,489.00 SAR",samsung
1078,Apple iPhone 11 with FaceTime - 256GB,4G LTE,Yellow,Single SIM & E-SIM,"3,487.97 SAR",apple
1079,Samsung Galaxy S20 Plus Dual SIM - 128GB,4G LTE - Light Blue,,,"3,398.98 SAR",samsung
1080,Mione K1 ROM 3GB RAM 32GB 5.99 Inch display 4G - Black,,,,"227,599.00 SAR",mione
1081,Porsche design Huawei Mate 20 RS Dual SIM - 512GB,4G LTE,Red,,"8,500.00 SAR",huawei
1082,Samsung Galaxy Fold Dual SIM - 512GB,4G LTE,Silver,,"7,587.00 SAR",samsung
1083,Samsung Galaxy Fold Dual SIM - 512GB,4G LTE,Black,,"7,099.00 SAR",samsung
1084,Blackberry P'9981 Porsche Design - 8GB,Black,,,"6,550.00 SAR",blackberry
1085,Apple iPhone 11 Pro Max with FaceTime - 512GB,4G LTE,Space Gray,Single SIM & E-SIM,"6,163.49 SAR",apple
1086,Apple iPhone 11 Pro Max with FaceTime - 512GB,4G LTE,Silver,Single SIM & E-SIM,"6,098.98 SAR",apple
1087,Apple Iphone XS Max With Facetime - 512 GB,Silver,4 GB Ram,Single Sim & E-Sim,"5,999.00 SAR",apple
1088,Apple Iphone XS Max With Facetime - 512 GB,Space Grey,4 GB Ram,Single Sim & E-Sim,"5,999.00 SAR",apple
1089,Google Glass Explorer Edition XE-C,,,,"5,950.00 SAR",g-plus
1090,Huawei Mate 9 Porsche Design Dual Sim - 256GB,4G LTE,Black,,"5,900.00 SAR",huawei
1091,Apple iPhone 11 Pro with FaceTime - 512GB,4G LTE,Space Gray,Single SIM & E-SIM,"5,820.99 SAR",apple
1092,Apple iPhone 11 Pro Max with FaceTime - 512GB,4G LTE,Gold,Single SIM & E-SIM,"5,810.96 SAR",apple
1093,Apple Iphone XS With Facetime - 512 GB,Gold,4 GB Ram,Single Sim & E-Sim,"5,799.00 SAR",apple
1094,Apple iPhone 11 Pro Max with FaceTime - 512GB,4G LTE,Midnight Green,Single SIM & E-SIM,"5,740.00 SAR",apple
1095,Apple iPhone 11 Pro with FaceTime - 256GB,4G LTE,Midnight Green,DUAL Physical SIM,"5,699.00 SAR",apple
1096,Apple iPhone Xs Max Without FaceTime - 512GB,Silver,,,"5,698.00 SAR",apple
1097,Apple iPhone Xs Max Without FaceTime - 512GB,Space Gray,6.5 Inch,,"5,596.00 SAR",apple
1098,Apple Iphone XS Max With Facetime - 512 GB,Gold,4 GB Ram,Single Sim & E-Sim,"5,569.00 SAR",apple
1099,Apple iPhone 11 Pro with FaceTime - 512GB,4G LTE,Midnight Green,Single SIM & E-SIM,"5,549.97 SAR",apple
1100,Apple iPhone Xs Max Without FaceTime - 512GB,Gold,,,"5,549.00 SAR",apple
1101,Apple iPhone 11 Pro Max Dual SIM with FaceTime - 64GB,4G LTE,Silver,,"5,499.00 SAR",apple
1102,Apple iPhone 11 Pro with FaceTime - 512GB,4G LTE,Gold,Single SIM & E-SIM,"5,369.00 SAR",apple
1103,Lamborghini 88 Tauri Dual Sim - 64GB,4G,Black/Grey,,"5,199.00 SAR",lamborghini
1104,Huawei Mate RS Porsche Design Dual SIM - 256GB,4G LTE,Black,,"4,999.00 SAR",huawei
1105,Samsung Galaxy Z Flip Dual SIM - 256GB,4G LTE - Black,,,"4,999.00 SAR",samsung
1106,Samsung Galaxy Z Flip Dual SIM - 256GB,4G LTE - Purple,,,"4,994.98 SAR",samsung
1107,Apple iPhone Xs Without FaceTime - 256GB,Silver,,,"4,848.00 SAR",apple
1108,Apple iPhone Xs Without FaceTime - 64GB,Space Gray,,,"4,799.00 SAR",apple
1109,Apple iPhone 11 Pro with FaceTime - 256GB,4G LTE,Silver,Single SIM & E-SIM,"4,698.99 SAR",apple
1110,Samsung Galaxy S20 Ultra Dual SIM - 128GB,5G - Black,,,"4,599.00 SAR",samsung
1111,Samsung Galaxy S20 Ultra Dual SIM - 128GB,5G - Grey,,,"4,599.00 SAR",samsung
1112,Thuraya XT -Pro with Prepay SIM Card,,,,"4,280.00 SAR",thuraya
1113,Cat S61 Dual Sim,64GB,Black,,"4,200.00 SAR",cat
1114,Apple iPhone 7 Plus with FaceTime - 256GB,Gold,,,"4,100.00 SAR",apple
1115,Apple iPhone Xs Without FaceTime - 64GB,Gold,,,"4,099.00 SAR",apple
1116,Apple iPhone Xs Max Dual SIM With FaceTime - 64GB,Space Gray,,,"3,999.00 SAR",apple
1117,Samsung Galaxy Note 10 Plus - 256GB,5G,Aura White,,"3,899.00 SAR",samsung
1118,Sony Xperia 1 Dual SIM - 128GB,4G LTE,Black,,"3,699.00 SAR",sony
1119,Samsung Galaxy Note 10 Plus - 256GB,5G,Aura Glow,,"3,698.99 SAR",samsung
1120,Samsung Galaxy Note 10 Plus - 256GB,5G,Blue,,"3,698.99 SAR",samsung
1121,Samsung Galaxy Note 10 Plus - 256GB,5G,Aura Black,,"3,698.99 SAR",samsung
1122,Apple iPhone 11 with FaceTime - 256GB,4G LTE,White,Single SIM & E-SIM,"3,686.98 SAR",apple
1123,Apple iPhone 11 with FaceTime - 256GB,4G LTE,Red,Single SIM & E-SIM,"3,686.98 SAR",apple
1124,Apple iPhone 11 with FaceTime - 256GB,4G LTE,Green,Single SIM & E-SIM,"3,660.49 SAR",apple
1125,Apple iPhone 11 with FaceTime - 256GB,4G LTE,Black,Single SIM & E-SIM,"3,650.99 SAR",apple
1126,Samsung Galaxy S20 Plus Dual SIM - 128GB,5G - Black,,,"3,624.98 SAR",samsung
1127,Samsung Galaxy S20 Plus Dual SIM - 128GB,5G - Grey,,,"3,617.97 SAR",samsung
1128,Samsung Galaxy S20 Plus Dual SIM - 128GB,5G - Light Blue,,,"3,617.97 SAR",samsung
1129,Apple Iphone XR With Face Time - 64 GB,White,3 GB Ram,Single Sim & E-Sim,"3,599.00 SAR",apple
1130,Apple iPhone 11 with FaceTime - 256GB,4G LTE,Purple,Single SIM & E-SIM,"3,595.00 SAR",apple
1131,Huawei Mate 20 Pro Dual Sim - 128 GB,Emerald Green,6 GB Ram,,"3,550.00 SAR",huawei
1132,Apple iPhone 7 Plus with FaceTime - 128GB,Jet Black,,,"3,499.00 SAR",apple
1133,Huawei P40 Pro Single SIM and E-SIM - 256GB,5G - Black,,,"3,499.00 SAR",huawei
1134,Apple iPhone 8 Plus without FaceTime - 64GB,Gold,,,"3,499.00 SAR",apple
1135,Huawei P40 Pro Single SIM and E-SIM - 256GB,5G - Silver Frost,,,"3,499.00 SAR",huawei
1136,Apple iPhone XR without Face Time - 64GB,White ,,,"3,498.00 SAR",apple
1137,Samsung Galaxy S10 Plus Dual Sim - 1Tb,4G LTE,Ceramic White,Sm-G975FcwhXSg,"3,489.00 SAR",samsung
1138,Apple iPhone 11 with FaceTime - 256GB,4G LTE,Yellow,Single SIM & E-SIM,"3,487.97 SAR",apple
1139,Samsung Galaxy S20 Plus Dual SIM - 128GB,4G LTE - Light Blue,,,"3,398.98 SAR",samsung
1140,Mione K1 ROM 3GB RAM 32GB 5.99 Inch display 4G - Black,,,,"227,599.00 SAR",mione
1141,Porsche design Huawei Mate 20 RS Dual SIM - 512GB,4G LTE,Red,,"8,500.00 SAR",huawei
1142,Samsung Galaxy Fold Dual SIM - 512GB,4G LTE,Silver,,"7,587.00 SAR",samsung
1143,Samsung Galaxy Fold Dual SIM - 512GB,4G LTE,Black,,"7,099.00 SAR",samsung
1144,Blackberry P'9981 Porsche Design - 8GB,Black,,,"6,550.00 SAR",blackberry
1145,Apple iPhone 11 Pro Max with FaceTime - 512GB,4G LTE,Space Gray,Single SIM & E-SIM,"6,163.49 SAR",apple
1146,Apple iPhone 11 Pro Max with FaceTime - 512GB,4G LTE,Silver,Single SIM & E-SIM,"6,098.98 SAR",apple
1147,Apple Iphone XS Max With Facetime - 512 GB,Silver,4 GB Ram,Single Sim & E-Sim,"5,999.00 SAR",apple
1148,Apple Iphone XS Max With Facetime - 512 GB,Space Grey,4 GB Ram,Single Sim & E-Sim,"5,999.00 SAR",apple
1149,Google Glass Explorer Edition XE-C,,,,"5,950.00 SAR",g-plus
1150,Huawei Mate 9 Porsche Design Dual Sim - 256GB,4G LTE,Black,,"5,900.00 SAR",huawei
1151,Apple iPhone 11 Pro with FaceTime - 512GB,4G LTE,Space Gray,Single SIM & E-SIM,"5,820.99 SAR",apple
1152,Apple iPhone 11 Pro Max with FaceTime - 512GB,4G LTE,Gold,Single SIM & E-SIM,"5,810.96 SAR",apple
1153,Apple Iphone XS With Facetime - 512 GB,Gold,4 GB Ram,Single Sim & E-Sim,"5,799.00 SAR",apple
1154,Apple iPhone 11 Pro Max with FaceTime - 512GB,4G LTE,Midnight Green,Single SIM & E-SIM,"5,740.00 SAR",apple
1155,Apple iPhone 11 Pro with FaceTime - 256GB,4G LTE,Midnight Green,DUAL Physical SIM,"5,699.00 SAR",apple
1156,Apple iPhone Xs Max Without FaceTime - 512GB,Silver,,,"5,698.00 SAR",apple
1157,Apple iPhone Xs Max Without FaceTime - 512GB,Space Gray,6.5 Inch,,"5,596.00 SAR",apple
1158,Apple Iphone XS Max With Facetime - 512 GB,Gold,4 GB Ram,Single Sim & E-Sim,"5,569.00 SAR",apple
1159,Apple iPhone 11 Pro with FaceTime - 512GB,4G LTE,Midnight Green,Single SIM & E-SIM,"5,549.97 SAR",apple
1160,Apple iPhone Xs Max Without FaceTime - 512GB,Gold,,,"5,549.00 SAR",apple
1161,Apple iPhone 11 Pro Max Dual SIM with FaceTime - 64GB,4G LTE,Silver,,"5,499.00 SAR",apple
1162,Apple iPhone 11 Pro with FaceTime - 512GB,4G LTE,Gold,Single SIM & E-SIM,"5,369.00 SAR",apple
1163,Lamborghini 88 Tauri Dual Sim - 64GB,4G,Black/Grey,,"5,199.00 SAR",lamborghini
1164,Huawei Mate RS Porsche Design Dual SIM - 256GB,4G LTE,Black,,"4,999.00 SAR",huawei
1165,Samsung Galaxy Z Flip Dual SIM - 256GB,4G LTE - Black,,,"4,999.00 SAR",samsung
1166,Samsung Galaxy Z Flip Dual SIM - 256GB,4G LTE - Purple,,,"4,994.98 SAR",samsung
1167,Apple iPhone Xs Without FaceTime - 256GB,Silver,,,"4,848.00 SAR",apple
1168,Apple iPhone Xs Without FaceTime - 64GB,Space Gray,,,"4,799.00 SAR",apple
1169,Apple iPhone 11 Pro with FaceTime - 256GB,4G LTE,Silver,Single SIM & E-SIM,"4,698.99 SAR",apple
1170,Samsung Galaxy S20 Ultra Dual SIM - 128GB,5G - Black,,,"4,599.00 SAR",samsung
1171,Samsung Galaxy S20 Ultra Dual SIM - 128GB,5G - Grey,,,"4,599.00 SAR",samsung
1172,Thuraya XT -Pro with Prepay SIM Card,,,,"4,280.00 SAR",thuraya
1173,Cat S61 Dual Sim,64GB,Black,,"4,200.00 SAR",cat
1174,Apple iPhone 7 Plus with FaceTime - 256GB,Gold,,,"4,100.00 SAR",apple
1175,Apple iPhone Xs Without FaceTime - 64GB,Gold,,,"4,099.00 SAR",apple
1176,Apple iPhone Xs Max Dual SIM With FaceTime - 64GB,Space Gray,,,"3,999.00 SAR",apple
1177,Samsung Galaxy Note 10 Plus - 256GB,5G,Aura White,,"3,899.00 SAR",samsung
1178,Sony Xperia 1 Dual SIM - 128GB,4G LTE,Black,,"3,699.00 SAR",sony
1179,Samsung Galaxy Note 10 Plus - 256GB,5G,Aura Glow,,"3,698.99 SAR",samsung
1180,Samsung Galaxy Note 10 Plus - 256GB,5G,Blue,,"3,698.99 SAR",samsung
1181,Samsung Galaxy Note 10 Plus - 256GB,5G,Aura Black,,"3,698.99 SAR",samsung
1182,Apple iPhone 11 with FaceTime - 256GB,4G LTE,White,Single SIM & E-SIM,"3,686.98 SAR",apple
1183,Apple iPhone 11 with FaceTime - 256GB,4G LTE,Red,Single SIM & E-SIM,"3,686.98 SAR",apple
1184,Apple iPhone 11 with FaceTime - 256GB,4G LTE,Green,Single SIM & E-SIM,"3,660.49 SAR",apple
1185,Apple iPhone 11 with FaceTime - 256GB,4G LTE,Black,Single SIM & E-SIM,"3,650.99 SAR",apple
1186,Samsung Galaxy S20 Plus Dual SIM - 128GB,5G - Black,,,"3,624.98 SAR",samsung
1187,Samsung Galaxy S20 Plus Dual SIM - 128GB,5G - Grey,,,"3,617.97 SAR",samsung
1188,Samsung Galaxy S20 Plus Dual SIM - 128GB,5G - Light Blue,,,"3,617.97 SAR",samsung
1189,Apple Iphone XR With Face Time - 64 GB,White,3 GB Ram,Single Sim & E-Sim,"3,599.00 SAR",apple
1190,Apple iPhone 11 with FaceTime - 256GB,4G LTE,Purple,Single SIM & E-SIM,"3,595.00 SAR",apple
1191,Huawei Mate 20 Pro Dual Sim - 128 GB,Emerald Green,6 GB Ram,,"3,550.00 SAR",huawei
1192,Apple iPhone 7 Plus with FaceTime - 128GB,Jet Black,,,"3,499.00 SAR",apple
1193,Huawei P40 Pro Single SIM and E-SIM - 256GB,5G - Black,,,"3,499.00 SAR",huawei
1194,Apple iPhone 8 Plus without FaceTime - 64GB,Gold,,,"3,499.00 SAR",apple
1195,Huawei P40 Pro Single SIM and E-SIM - 256GB,5G - Silver Frost,,,"3,499.00 SAR",huawei
1196,Apple iPhone XR without Face Time - 64GB,White ,,,"3,498.00 SAR",apple
1197,Samsung Galaxy S10 Plus Dual Sim - 1Tb,4G LTE,Ceramic White,Sm-G975FcwhXSg,"3,489.00 SAR",samsung
1198,Apple iPhone 11 with FaceTime - 256GB,4G LTE,Yellow,Single SIM & E-SIM,"3,487.97 SAR",apple
1199,Samsung Galaxy S20 Plus Dual SIM - 128GB,4G LTE - Light Blue,,,"3,398.98 SAR",samsung
1200,Mione K1 ROM 3GB RAM 32GB 5.99 Inch display 4G - Black,,,,"227,599.00 SAR",mione
1201,Porsche design Huawei Mate 20 RS Dual SIM - 512GB,4G LTE,Red,,"8,500.00 SAR",huawei
1202,Samsung Galaxy Fold Dual SIM - 512GB,4G LTE,Silver,,"7,587.00 SAR",samsung
1203,Samsung Galaxy Fold Dual SIM - 512GB,4G LTE,Black,,"7,099.00 SAR",samsung
1204,Blackberry P'9981 Porsche Design - 8GB,Black,,,"6,550.00 SAR",blackberry
1205,Apple iPhone 11 Pro Max with FaceTime - 512GB,4G LTE,Space Gray,Single SIM & E-SIM,"6,163.49 SAR",apple
1206,Apple iPhone 11 Pro Max with FaceTime - 512GB,4G LTE,Silver,Single SIM & E-SIM,"6,098.98 SAR",apple
1207,Apple Iphone XS Max With Facetime - 512 GB,Silver,4 GB Ram,Single Sim & E-Sim,"5,999.00 SAR",apple
1208,Apple Iphone XS Max With Facetime - 512 GB,Space Grey,4 GB Ram,Single Sim & E-Sim,"5,999.00 SAR",apple
1209,Google Glass Explorer Edition XE-C,,,,"5,950.00 SAR",g-plus
1210,Huawei Mate 9 Porsche Design Dual Sim - 256GB,4G LTE,Black,,"5,900.00 SAR",huawei
1211,Apple iPhone 11 Pro with FaceTime - 512GB,4G LTE,Space Gray,Single SIM & E-SIM,"5,820.99 SAR",apple
1212,Apple iPhone 11 Pro Max with FaceTime - 512GB,4G LTE,Gold,Single SIM & E-SIM,"5,810.96 SAR",apple
1213,Apple Iphone XS With Facetime - 512 GB,Gold,4 GB Ram,Single Sim & E-Sim,"5,799.00 SAR",apple
1214,Apple iPhone 11 Pro Max with FaceTime - 512GB,4G LTE,Midnight Green,Single SIM & E-SIM,"5,740.00 SAR",apple
1215,Apple iPhone 11 Pro with FaceTime - 256GB,4G LTE,Midnight Green,DUAL Physical SIM,"5,699.00 SAR",apple
1216,Apple iPhone Xs Max Without FaceTime - 512GB,Silver,,,"5,698.00 SAR",apple
1217,Apple iPhone Xs Max Without FaceTime - 512GB,Space Gray,6.5 Inch,,"5,596.00 SAR",apple
1218,Apple Iphone XS Max With Facetime - 512 GB,Gold,4 GB Ram,Single Sim & E-Sim,"5,569.00 SAR",apple
1219,Apple iPhone 11 Pro with FaceTime - 512GB,4G LTE,Midnight Green,Single SIM & E-SIM,"5,549.97 SAR",apple
1220,Apple iPhone Xs Max Without FaceTime - 512GB,Gold,,,"5,549.00 SAR",apple
1221,Apple iPhone 11 Pro Max Dual SIM with FaceTime - 64GB,4G LTE,Silver,,"5,499.00 SAR",apple
1222,Apple iPhone 11 Pro with FaceTime - 512GB,4G LTE,Gold,Single SIM & E-SIM,"5,369.00 SAR",apple
1223,Lamborghini 88 Tauri Dual Sim - 64GB,4G,Black/Grey,,"5,199.00 SAR",lamborghini
1224,Huawei Mate RS Porsche Design Dual SIM - 256GB,4G LTE,Black,,"4,999.00 SAR",huawei
1225,Samsung Galaxy Z Flip Dual SIM - 256GB,4G LTE - Black,,,"4,999.00 SAR",samsung
1226,Samsung Galaxy Z Flip Dual SIM - 256GB,4G LTE - Purple,,,"4,994.98 SAR",samsung
1227,Apple iPhone Xs Without FaceTime - 256GB,Silver,,,"4,848.00 SAR",apple
1228,Apple iPhone Xs Without FaceTime - 64GB,Space Gray,,,"4,799.00 SAR",apple
1229,Apple iPhone 11 Pro with FaceTime - 256GB,4G LTE,Silver,Single SIM & E-SIM,"4,698.99 SAR",apple
1230,Samsung Galaxy S20 Ultra Dual SIM - 128GB,5G - Black,,,"4,599.00 SAR",samsung
1231,Samsung Galaxy S20 Ultra Dual SIM - 128GB,5G - Grey,,,"4,599.00 SAR",samsung
1232,Thuraya XT -Pro with Prepay SIM Card,,,,"4,280.00 SAR",thuraya
1233,Cat S61 Dual Sim,64GB,Black,,"4,200.00 SAR",cat
1234,Apple iPhone 7 Plus with FaceTime - 256GB,Gold,,,"4,100.00 SAR",apple
1235,Apple iPhone Xs Without FaceTime - 64GB,Gold,,,"4,099.00 SAR",apple
1236,Apple iPhone Xs Max Dual SIM With FaceTime - 64GB,Space Gray,,,"3,999.00 SAR",apple
1237,Samsung Galaxy Note 10 Plus - 256GB,5G,Aura White,,"3,899.00 SAR",samsung
1238,Sony Xperia 1 Dual SIM - 128GB,4G LTE,Black,,"3,699.00 SAR",sony
1239,Samsung Galaxy Note 10 Plus - 256GB,5G,Aura Glow,,"3,698.99 SAR",samsung
1240,Samsung Galaxy Note 10 Plus - 256GB,5G,Blue,,"3,698.99 SAR",samsung
